subscription_item_id,stripe_customer_id,price_nickname,unit_amount,currency,billing_interval,quantity
si_00000250_1,cus_000002509159,HR,121800,usd,year,1
si_00000250_2,cus_000002509159,Payroll,17052,usd,year,39
si_00000251_0,cus_000002512558,Hiring,73416,usd,year,1
si_00000252_0,cus_000002528571,Hiring,101748,usd,year,18
si_00000252_1,cus_000002528571,HR,135672,usd,year,18
si_00000253_0,cus_000002534544,Hiring,8323,usd,month,1
si_00000253_1,cus_000002534544,HR,11098,usd,month,1
si_00000253_2,cus_000002534544,Payroll,1554,usd,month,28
si_00000254_0,cus_000002549171,Hiring,66180,usd,year,5
si_00000255_0,cus_000002556811,Hiring,5979,usd,month,3
si_00000255_1,cus_000002556811,Payroll,1116,usd,month,84
si_00000256_0,cus_000002562390,HR,11512,usd,month,3
si_00000257_0,cus_000002570208,Hiring,112500,usd,year,5
si_00000257_1,cus_000002570208,Payroll,21000,usd,year,95
si_00000258_0,cus_000002588543,Hiring,6528,usd,month,3
si_00000259_0,cus_000002598030,Hiring,112500,usd,year,2
si_00000259_1,cus_000002598030,Payroll,21000,usd,year,72
si_00000260_0,cus_000002608604,Hiring,61272,usd,year,6
si_00000261_0,cus_000002611571,Hiring,6788,usd,month,10
si_00000261_1,cus_000002611571,HR,9050,usd,month,10
si_00000262_0,cus_000002620561,Hiring,79620,usd,year,3
si_00000263_0,cus_000002638883,Hiring,8307,usd,month,1
si_00000263_1,cus_000002638883,HR,11076,usd,month,1
si_00000263_2,cus_000002638883,Payroll,1551,usd,month,36
si_00000264_0,cus_000002640463,HR,11806,usd,month,6
si_00000264_1,cus_000002640463,Payroll,1653,usd,month,234
si_00000265_0,cus_000002650941,Hiring,7050,usd,month,4
si_00000266_0,cus_000002669673,Hiring,5770,usd,month,5
si_00000267_0,cus_000002676413,Hiring,4500,usd,month,3
si_00000267_1,cus_000002676413,HR,6000,usd,month,3
si_00000267_2,cus_000002676413,Payroll,840,usd,month,111
si_00000268_0,cus_000002688808,HR,8464,usd,month,3
si_00000268_1,cus_000002688808,Payroll,1185,usd,month,54
si_00000269_0,cus_000002696968,Hiring,7817,usd,month,17
si_00000269_1,cus_000002696968,HR,10423,usd,month,17
si_00000269_2,cus_000002696968,Payroll,1459,usd,month,153
si_00000270_0,cus_000002701073,Hiring,5905,usd,month,2
si_00000270_1,cus_000002701073,HR,7874,usd,month,2
si_00000271_0,cus_000002717480,Hiring,70644,usd,year,8
si_00000271_1,cus_000002717480,HR,94188,usd,year,8
si_00000272_0,cus_000002725210,Hiring,6939,usd,month,3
si_00000272_1,cus_000002725210,HR,9252,usd,month,3
si_00000272_2,cus_000002725210,Payroll,1295,usd,month,78
si_00000273_0,cus_000002736911,Hiring,8057,usd,month,1
si_00000273_1,cus_000002736911,HR,10743,usd,month,1
si_00000274_0,cus_000002742939,Hiring,7611,usd,month,3
si_00000274_1,cus_000002742939,HR,10147,usd,month,3
si_00000274_2,cus_000002742939,Payroll,1421,usd,month,105
si_00000275_0,cus_000002757906,Hiring,6987,usd,month,2
si_00000275_1,cus_000002757906,Payroll,1304,usd,month,10
si_00000276_0,cus_000002768611,Hiring,6726,usd,month,2
si_00000276_1,cus_000002768611,HR,8969,usd,month,2
si_00000277_0,cus_000002776877,Hiring,8128,usd,month,6
si_00000277_1,cus_000002776877,HR,10837,usd,month,6
si_00000278_0,cus_000002786048,Hiring,69252,usd,year,4
si_00000278_1,cus_000002786048,HR,92340,usd,year,4
si_00000278_2,cus_000002786048,Payroll,12924,usd,year,124
si_00000279_0,cus_000002798071,Hiring,7548,usd,month,6
si_00000279_1,cus_000002798071,HR,10064,usd,month,6
si_00000279_2,cus_000002798071,Payroll,1409,usd,month,132
si_00000280_0,cus_000002805450,Hiring,5850,usd,month,3
si_00000280_1,cus_000002805450,HR,7800,usd,month,3
si_00000281_0,cus_000002810100,Hiring,8199,usd,month,1
si_00000282_0,cus_000002823450,Hiring,6286,usd,month,7
si_00000283_0,cus_000002833644,Hiring,7136,usd,month,2
si_00000283_1,cus_000002833644,HR,9514,usd,month,2
si_00000283_2,cus_000002833644,Payroll,1332,usd,month,44
si_00000284_0,cus_000002846808,Hiring,99576,usd,year,5
si_00000285_0,cus_000002857081,Hiring,54000,usd,year,2
si_00000285_1,cus_000002857081,Payroll,10080,usd,year,38
si_00000286_0,cus_000002865779,Hiring,8295,usd,month,3
si_00000286_1,cus_000002865779,HR,11060,usd,month,3
si_00000286_2,cus_000002865779,Payroll,1548,usd,month,111
si_00000287_0,cus_000002873175,Hiring,8556,usd,month,2
si_00000287_1,cus_000002873175,HR,11408,usd,month,2
si_00000288_0,cus_000002885694,Hiring,7548,usd,month,1
si_00000288_1,cus_000002885694,HR,10064,usd,month,1
si_00000288_2,cus_000002885694,Payroll,1409,usd,month,21
si_00000289_0,cus_000002899214,Hiring,6550,usd,month,3
si_00000290_0,cus_000002904026,Hiring,4500,usd,month,2
si_00000290_1,cus_000002904026,Payroll,840,usd,month,70
si_00000291_0,cus_000002911585,Hiring,4500,usd,month,2
si_00000291_1,cus_000002911585,HR,6000,usd,month,2
si_00000292_0,cus_000002923606,Hiring,7158,usd,month,1
si_00000292_1,cus_000002923606,HR,9544,usd,month,1
si_00000293_0,cus_000002934118,Hiring,70932,usd,year,4
si_00000293_1,cus_000002934118,HR,94572,usd,year,4
si_00000294_0,cus_000002946035,Hiring,7721,usd,month,7
si_00000294_1,cus_000002946035,HR,10294,usd,month,7
si_00000294_2,cus_000002946035,Payroll,1441,usd,month,140
si_00000295_0,cus_000002953375,Hiring,4500,usd,month,2
si_00000295_1,cus_000002953375,HR,6000,usd,month,2
si_00000296_0,cus_000002962607,Hiring,84672,usd,year,5
si_00000296_1,cus_000002962607,Payroll,15804,usd,year,170
si_00000297_0,cus_000002977186,Hiring,6604,usd,month,10
si_00000297_1,cus_000002977186,HR,8805,usd,month,10
si_00000298_0,cus_000002987412,Hiring,6005,usd,month,12
si_00000298_1,cus_000002987412,HR,8006,usd,month,12
si_00000300_0,cus_000003003271,Hiring,91812,usd,year,5
si_00000300_1,cus_000003003271,HR,122424,usd,year,5
si_00000300_2,cus_000003003271,Payroll,17136,usd,year,165
si_00000301_0,cus_000003018761,Hiring,6185,usd,month,3
si_00000301_1,cus_000003018761,HR,8246,usd,month,3
si_00000302_0,cus_000003022688,Hiring,8318,usd,month,1
si_00000303_0,cus_000003030698,Hiring,8088,usd,month,2
si_00000303_1,cus_000003030698,HR,10783,usd,month,2
si_00000304_0,cus_000003045998,Hiring,8603,usd,month,7
si_00000304_1,cus_000003045998,HR,11471,usd,month,7
si_00000304_2,cus_000003045998,Payroll,1606,usd,month,210
si_00000305_0,cus_000003051070,Hiring,8772,usd,month,3
si_00000306_0,cus_000003062766,HR,8179,usd,month,1
si_00000306_1,cus_000003062766,Payroll,1145,usd,month,17
si_00000307_0,cus_000003075071,Hiring,6023,usd,month,9
si_00000307_1,cus_000003075071,HR,8030,usd,month,9
si_00000307_2,cus_000003075071,Payroll,1124,usd,month,315
si_00000308_0,cus_000003082863,Hiring,80184,usd,year,2
si_00000308_1,cus_000003082863,HR,106908,usd,year,2
si_00000309_0,cus_000003092149,Hiring,93096,usd,year,1
si_00000310_0,cus_000003107031,Hiring,6251,usd,month,1
si_00000310_1,cus_000003107031,Payroll,1167,usd,month,18
si_00000311_0,cus_000003115469,Hiring,70008,usd,year,1
si_00000312_0,cus_000003128396,Hiring,87288,usd,year,21
si_00000312_1,cus_000003128396,HR,116376,usd,year,21
si_00000313_0,cus_000003139106,HR,108924,usd,year,3
si_00000314_0,cus_000003140406,Hiring,8953,usd,month,2
si_00000314_1,cus_000003140406,HR,11937,usd,month,2
si_00000315_0,cus_000003157946,Hiring,6131,usd,month,2
si_00000315_1,cus_000003157946,HR,8175,usd,month,2
si_00000315_2,cus_000003157946,Payroll,1144,usd,month,50
si_00000316_0,cus_000003163144,Hiring,8185,usd,month,5
si_00000316_1,cus_000003163144,HR,10913,usd,month,5
si_00000317_0,cus_000003172917,Hiring,8621,usd,month,3
si_00000317_1,cus_000003172917,HR,11495,usd,month,3
si_00000317_2,cus_000003172917,Payroll,1609,usd,month,72
si_00000318_0,cus_000003187408,Hiring,8377,usd,month,2
si_00000318_1,cus_000003187408,HR,11169,usd,month,2
si_00000318_2,cus_000003187408,Payroll,1564,usd,month,18
si_00000319_0,cus_000003190465,Hiring,9375,usd,month,5
si_00000320_0,cus_000003207523,Hiring,6241,usd,month,6
si_00000321_0,cus_000003218712,Hiring,88548,usd,year,1
si_00000321_1,cus_000003218712,HR,118068,usd,year,1
si_00000322_0,cus_000003226996,HR,11063,usd,month,2
si_00000322_1,cus_000003226996,Payroll,1549,usd,month,16
si_00000323_0,cus_000003234999,HR,112584,usd,year,2
si_00000323_1,cus_000003234999,Payroll,15756,usd,year,24
si_00000324_0,cus_000003247462,Hiring,6768,usd,month,2
si_00000324_1,cus_000003247462,HR,9025,usd,month,2
si_00000325_0,cus_000003254640,Hiring,8113,usd,month,5
si_00000326_0,cus_000003260172,Hiring,81312,usd,year,9
si_00000327_0,cus_000003271842,HR,99432,usd,year,8
si_00000328_0,cus_000003285887,Hiring,9375,usd,month,2
si_00000328_1,cus_000003285887,HR,12500,usd,month,2
si_00000329_0,cus_000003296941,Hiring,7627,usd,month,1
si_00000330_0,cus_000003300334,Hiring,8199,usd,month,2
si_00000330_1,cus_000003300334,HR,10933,usd,month,2
si_00000331_0,cus_000003310433,Hiring,5653,usd,month,5
si_00000331_1,cus_000003310433,HR,7537,usd,month,5
si_00000331_2,cus_000003310433,Payroll,1055,usd,month,135
si_00000332_0,cus_000003322612,Hiring,5792,usd,month,3
si_00000332_1,cus_000003322612,HR,7722,usd,month,3
si_00000333_0,cus_000003330834,Hiring,5918,usd,month,3
si_00000334_0,cus_000003345418,Hiring,6271,usd,month,11
si_00000334_1,cus_000003345418,HR,8361,usd,month,11
si_00000334_2,cus_000003345418,Payroll,1171,usd,month,385
si_00000335_0,cus_000003351236,Hiring,7390,usd,month,3
si_00000335_1,cus_000003351236,HR,9853,usd,month,3
si_00000336_0,cus_000003366481,Hiring,6363,usd,month,7
si_00000336_1,cus_000003366481,HR,8484,usd,month,7
si_00000337_0,cus_000003370383,Hiring,7636,usd,month,6
si_00000338_0,cus_000003385326,Hiring,9375,usd,month,9
si_00000338_1,cus_000003385326,Payroll,1750,usd,month,108
si_00000339_0,cus_000003391266,Hiring,7113,usd,month,6
si_00000340_0,cus_000003404548,Hiring,5194,usd,month,11
si_00000341_0,cus_000003411029,Hiring,75024,usd,year,4
si_00000342_0,cus_000003427369,Hiring,57408,usd,year,4
si_00000343_0,cus_000003430867,Hiring,8670,usd,month,14
si_00000344_0,cus_000003446559,Hiring,7148,usd,month,3
si_00000344_1,cus_000003446559,HR,9530,usd,month,3
si_00000345_0,cus_000003457920,Hiring,8159,usd,month,4
si_00000345_1,cus_000003457920,HR,10878,usd,month,4
si_00000346_0,cus_000003463627,Hiring,6871,usd,month,4
si_00000346_1,cus_000003463627,HR,9161,usd,month,4
si_00000347_0,cus_000003472664,Hiring,9375,usd,month,11
si_00000347_1,cus_000003472664,HR,12500,usd,month,11
si_00000348_0,cus_000003484711,Hiring,8646,usd,month,3
si_00000348_1,cus_000003484711,HR,11528,usd,month,3
si_00000349_0,cus_000003490786,Hiring,5827,usd,month,2
si_00000349_1,cus_000003490786,HR,7769,usd,month,2
si_00000350_0,cus_000003504585,Hiring,4573,usd,month,2
si_00000350_1,cus_000003504585,HR,6097,usd,month,2
si_00000350_2,cus_000003504585,Payroll,854,usd,month,38
si_00000351_0,cus_000003514234,Hiring,6748,usd,month,6
si_00000351_1,cus_000003514234,HR,8997,usd,month,6
si_00000351_2,cus_000003514234,Payroll,1260,usd,month,60
si_00000352_0,cus_000003526971,Hiring,8660,usd,month,6
si_00000353_0,cus_000003539089,Hiring,85860,usd,year,3
si_00000353_1,cus_000003539089,Payroll,16032,usd,year,51
si_00000355_0,cus_000003557844,HR,9744,usd,month,5
si_00000356_0,cus_000003564648,Hiring,6728,usd,month,3
si_00000357_0,cus_000003571826,Hiring,5611,usd,month,5
si_00000357_1,cus_000003571826,HR,7481,usd,month,5
si_00000357_2,cus_000003571826,Payroll,1047,usd,month,20
si_00000358_0,cus_000003587662,Hiring,75516,usd,year,6
si_00000359_0,cus_000003598618,Hiring,7288,usd,month,10
si_00000359_1,cus_000003598618,HR,9718,usd,month,10
si_00000360_0,cus_000003603579,Hiring,4500,usd,month,2
si_00000360_1,cus_000003603579,HR,6000,usd,month,2
si_00000361_0,cus_000003617024,Hiring,8291,usd,month,1
si_00000362_0,cus_000003627963,Hiring,6902,usd,month,6
si_00000362_1,cus_000003627963,HR,9203,usd,month,6
si_00000363_0,cus_000003633923,Hiring,6718,usd,month,6
si_00000363_1,cus_000003633923,HR,8957,usd,month,6
si_00000364_0,cus_000003645003,Hiring,6584,usd,month,6
si_00000364_1,cus_000003645003,HR,8778,usd,month,6
si_00000365_0,cus_000003653539,Hiring,7603,usd,month,5
si_00000365_1,cus_000003653539,Payroll,1419,usd,month,45
si_00000366_0,cus_000003663788,Hiring,5676,usd,month,2
si_00000366_1,cus_000003663788,Payroll,1060,usd,month,40
si_00000367_0,cus_000003679532,Hiring,6687,usd,month,5
si_00000368_0,cus_000003681591,Hiring,5602,usd,month,3
si_00000368_1,cus_000003681591,Payroll,1046,usd,month,81
si_00000369_0,cus_000003699438,Hiring,5140,usd,month,5
si_00000369_1,cus_000003699438,HR,6854,usd,month,5
si_00000369_2,cus_000003699438,Payroll,960,usd,month,95
si_00000370_0,cus_000003701536,Hiring,106356,usd,year,3
si_00000370_1,cus_000003701536,HR,141804,usd,year,3
si_00000371_0,cus_000003716962,Hiring,9304,usd,month,6
si_00000371_1,cus_000003716962,HR,12406,usd,month,6
si_00000372_0,cus_000003724327,HR,7547,usd,month,4
si_00000373_0,cus_000003739205,Hiring,6510,usd,month,3
si_00000374_0,cus_000003747829,Hiring,75432,usd,year,3
si_00000374_1,cus_000003747829,HR,100584,usd,year,3
si_00000374_2,cus_000003747829,Payroll,14076,usd,year,48
si_00000375_0,cus_000003755403,Hiring,7157,usd,month,7
si_00000375_1,cus_000003755403,Payroll,1336,usd,month,98
si_00000376_0,cus_000003768163,Hiring,7080,usd,month,3
si_00000376_1,cus_000003768163,HR,9440,usd,month,3
si_00000376_2,cus_000003768163,Payroll,1322,usd,month,60
si_00000377_0,cus_000003775720,Hiring,7142,usd,month,6
si_00000377_1,cus_000003775720,HR,9522,usd,month,6
si_00000377_2,cus_000003775720,Payroll,1333,usd,month,186
si_00000378_0,cus_000003786746,Hiring,6959,usd,month,3
si_00000379_0,cus_000003798543,Hiring,9131,usd,month,4
si_00000379_1,cus_000003798543,HR,12175,usd,month,4
si_00000379_2,cus_000003798543,Payroll,1705,usd,month,88
si_00000380_0,cus_000003809421,Hiring,9375,usd,month,2
si_00000380_1,cus_000003809421,HR,12500,usd,month,2
si_00000381_0,cus_000003810794,Hiring,81408,usd,year,12
si_00000382_0,cus_000003821849,Hiring,105840,usd,year,4
si_00000382_1,cus_000003821849,Payroll,19752,usd,year,52
si_00000383_0,cus_000003832193,Hiring,82440,usd,year,3
si_00000383_1,cus_000003832193,Payroll,15384,usd,year,27
si_00000384_0,cus_000003842163,Hiring,9375,usd,month,2
si_00000384_1,cus_000003842163,HR,12500,usd,month,2
si_00000384_2,cus_000003842163,Payroll,1750,usd,month,38
si_00000385_0,cus_000003852960,Hiring,5093,usd,month,2
si_00000385_1,cus_000003852960,Payroll,951,usd,month,68
si_00000386_0,cus_000003867828,Hiring,6880,usd,month,1
si_00000386_1,cus_000003867828,HR,9174,usd,month,1
si_00000387_0,cus_000003877954,Hiring,6996,usd,month,3
si_00000387_1,cus_000003877954,HR,9328,usd,month,3
si_00000388_0,cus_000003882578,Hiring,7403,usd,month,1
si_00000388_1,cus_000003882578,HR,9870,usd,month,1
si_00000388_2,cus_000003882578,Payroll,1382,usd,month,36
si_00000389_0,cus_000003890513,Hiring,7096,usd,month,7
si_00000389_1,cus_000003890513,Payroll,1325,usd,month,70
si_00000390_0,cus_000003901388,Hiring,7461,usd,month,1
si_00000391_0,cus_000003917733,Hiring,6088,usd,month,3
si_00000391_1,cus_000003917733,HR,8118,usd,month,3
si_00000392_0,cus_000003920434,Hiring,8440,usd,month,14
si_00000392_1,cus_000003920434,HR,11253,usd,month,14
si_00000393_0,cus_000003936227,Hiring,8572,usd,month,1
si_00000394_0,cus_000003941676,Hiring,5021,usd,month,4
si_00000394_1,cus_000003941676,HR,6695,usd,month,4
si_00000395_0,cus_000003953626,Hiring,7973,usd,month,4
si_00000395_1,cus_000003953626,HR,10631,usd,month,4
si_00000395_2,cus_000003953626,Payroll,1488,usd,month,136
si_00000396_0,cus_000003966878,Hiring,66900,usd,year,8
si_00000396_1,cus_000003966878,HR,89196,usd,year,8
si_00000397_0,cus_000003975136,Hiring,86112,usd,year,5
si_00000397_1,cus_000003975136,HR,114816,usd,year,5
si_00000398_0,cus_000003985972,Hiring,6928,usd,month,8
si_00000398_1,cus_000003985972,HR,9238,usd,month,8
si_00000399_0,cus_000003992508,Hiring,9375,usd,month,4
si_00000400_0,cus_000004009326,Hiring,8072,usd,month,2
si_00000400_1,cus_000004009326,HR,10763,usd,month,2
si_00000401_0,cus_000004014138,Hiring,6834,usd,month,2
si_00000402_0,cus_000004022869,Hiring,9375,usd,month,3
si_00000403_0,cus_000004039042,Hiring,6790,usd,month,5
si_00000403_1,cus_000004039042,HR,9053,usd,month,5
si_00000403_2,cus_000004039042,Payroll,1267,usd,month,20
si_00000404_0,cus_000004046552,Hiring,79932,usd,year,2
si_00000404_1,cus_000004046552,HR,106572,usd,year,2
si_00000404_2,cus_000004046552,Payroll,14916,usd,year,30
si_00000405_0,cus_000004056138,Hiring,5239,usd,month,4
si_00000405_1,cus_000004056138,HR,6986,usd,month,4
si_00000405_2,cus_000004056138,Payroll,978,usd,month,76
si_00000406_0,cus_000004068866,Hiring,5278,usd,month,1
si_00000407_0,cus_000004070585,Hiring,7785,usd,month,3
si_00000407_1,cus_000004070585,HR,10380,usd,month,3
si_00000407_2,cus_000004070585,Payroll,1453,usd,month,75
si_00000408_0,cus_000004088375,Hiring,9375,usd,month,2
si_00000408_1,cus_000004088375,HR,12500,usd,month,2
si_00000409_0,cus_000004096777,Hiring,5161,usd,month,3
si_00000409_1,cus_000004096777,HR,6882,usd,month,3
si_00000410_0,cus_000004103599,Hiring,8031,usd,month,8
si_00000410_1,cus_000004103599,HR,10708,usd,month,8
si_00000411_0,cus_000004114190,Hiring,5768,usd,month,1
si_00000412_0,cus_000004129409,Hiring,6985,usd,month,1
si_00000412_1,cus_000004129409,HR,9314,usd,month,1
si_00000413_0,cus_000004131418,Hiring,6559,usd,month,8
si_00000413_1,cus_000004131418,HR,8745,usd,month,8
si_00000414_0,cus_000004142594,Hiring,6984,usd,month,5
si_00000415_0,cus_000004158949,Hiring,5734,usd,month,1
si_00000415_1,cus_000004158949,HR,7645,usd,month,1
si_00000415_2,cus_000004158949,Payroll,1070,usd,month,38
si_00000416_0,cus_000004161607,Hiring,6135,usd,month,3
si_00000416_1,cus_000004161607,Payroll,1145,usd,month,42
si_00000417_0,cus_000004178140,Hiring,64368,usd,year,6
si_00000417_1,cus_000004178140,Payroll,12012,usd,year,174
si_00000418_0,cus_000004185102,Hiring,6534,usd,month,4
si_00000419_0,cus_000004198483,Hiring,100908,usd,year,12
si_00000419_1,cus_000004198483,HR,134544,usd,year,12
si_orphan000,cus_orphan0000872,Hiring,7500,usd,month,2
si_orphan001,cus_orphan0016369,Hiring,7500,usd,month,2
si_orphan002,cus_orphan0025248,Hiring,7500,usd,month,1
si_orphan003,cus_orphan0037798,Hiring,7500,usd,month,3
si_orphan004,cus_orphan0048387,Hiring,7500,usd,month,2
si_orphan005,cus_orphan0059030,Hiring,7500,usd,month,3
si_orphan006,cus_orphan0063983,Hiring,7500,usd,month,2
